URL,Marker,Served Present,Rendered Present,Injected by JS,In Head,Served Offset (bytes),Reachable <250KB
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,openGraph,Yes,Yes,No,Yes,40161,Yes
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,skipLink,Yes,Yes,No,No,67658,Yes
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,jsonLd,Yes,Yes,No,No,472645,No
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,microdata,Yes,Yes,No,No,344152,No
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,openGraph,Yes,Yes,No,Yes,39822,Yes
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,skipLink,Yes,Yes,No,No,67309,Yes
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,jsonLd,Yes,Yes,No,No,466177,No
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,microdata,Yes,Yes,No,No,342237,No
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,openGraph,Yes,Yes,No,Yes,39890,Yes
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,skipLink,Yes,Yes,No,No,67335,Yes
https://neomwellbeing.com/products/happiness-standard-scented-candle,jsonLd,Yes,Yes,No,No,490929,No
https://neomwellbeing.com/products/happiness-standard-scented-candle,microdata,Yes,Yes,No,No,352821,No
https://neomwellbeing.com/products/happiness-standard-scented-candle,openGraph,Yes,Yes,No,Yes,40307,Yes
https://neomwellbeing.com/products/happiness-standard-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-standard-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-standard-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/happiness-standard-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-standard-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/happiness-standard-scented-candle,skipLink,Yes,Yes,No,No,67840,Yes
https://neomwellbeing.com/products/happiness-travel-scented-candle,jsonLd,Yes,Yes,No,No,467657,No
https://neomwellbeing.com/products/happiness-travel-scented-candle,microdata,Yes,Yes,No,No,342145,No
https://neomwellbeing.com/products/happiness-travel-scented-candle,openGraph,Yes,Yes,No,Yes,39631,Yes
https://neomwellbeing.com/products/happiness-travel-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-travel-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-travel-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/happiness-travel-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-travel-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/happiness-travel-scented-candle,skipLink,Yes,Yes,No,No,67036,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,jsonLd,Yes,Yes,No,No,470362,No
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,microdata,Yes,Yes,No,No,343542,No
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,openGraph,Yes,Yes,No,Yes,40393,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,skipLink,Yes,Yes,No,No,67982,Yes
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,jsonLd,Yes,Yes,No,No,470332,No
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,microdata,Yes,Yes,No,No,344080,No
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,openGraph,Yes,Yes,No,Yes,39851,Yes
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,skipLink,Yes,Yes,No,No,67484,Yes
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,jsonLd,Yes,Yes,No,No,466967,No
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,microdata,Yes,Yes,No,No,342108,No
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,openGraph,Yes,Yes,No,Yes,39601,Yes
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,skipLink,Yes,Yes,No,No,67014,Yes
https://neomwellbeing.com/products/happiness-luxury-scented-candle,jsonLd,Yes,Yes,No,No,488847,No
https://neomwellbeing.com/products/happiness-luxury-scented-candle,microdata,Yes,Yes,No,No,351548,No
https://neomwellbeing.com/products/happiness-luxury-scented-candle,openGraph,Yes,Yes,No,Yes,40215,Yes
https://neomwellbeing.com/products/happiness-luxury-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-luxury-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-luxury-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/happiness-luxury-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/happiness-luxury-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/happiness-luxury-scented-candle,skipLink,Yes,Yes,No,No,67616,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,jsonLd,Yes,Yes,No,No,480526,No
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,microdata,Yes,Yes,No,No,349316,No
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,openGraph,Yes,Yes,No,Yes,40023,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,skipLink,Yes,Yes,No,No,67603,Yes
https://neomwellbeing.com/products/real-luxury-bath-foam,jsonLd,Yes,Yes,No,No,474638,No
https://neomwellbeing.com/products/real-luxury-bath-foam,microdata,Yes,Yes,No,No,346515,No
https://neomwellbeing.com/products/real-luxury-bath-foam,openGraph,Yes,Yes,No,Yes,39813,Yes
https://neomwellbeing.com/products/real-luxury-bath-foam,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-bath-foam,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-bath-foam,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/real-luxury-bath-foam,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-bath-foam,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/real-luxury-bath-foam,skipLink,Yes,Yes,No,No,67204,Yes
https://neomwellbeing.com/products/real-luxury-scented-candle,jsonLd,Yes,Yes,No,No,488375,No
https://neomwellbeing.com/products/real-luxury-scented-candle,microdata,Yes,Yes,No,No,351670,No
https://neomwellbeing.com/products/real-luxury-scented-candle,openGraph,Yes,Yes,No,Yes,40117,Yes
https://neomwellbeing.com/products/real-luxury-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/real-luxury-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/real-luxury-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/real-luxury-scented-candle,skipLink,Yes,Yes,No,No,67454,Yes
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,jsonLd,Yes,Yes,No,No,475650,No
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,microdata,Yes,Yes,No,No,345539,No
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,openGraph,Yes,Yes,No,Yes,40069,Yes
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/complete-bliss-luxury-scented-candle,skipLink,Yes,Yes,No,No,67681,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-mist,jsonLd,Yes,Yes,No,No,497913,No
https://neomwellbeing.com/products/perfect-nights-sleep-mist,microdata,Yes,Yes,No,No,358287,No
https://neomwellbeing.com/products/perfect-nights-sleep-mist,openGraph,Yes,Yes,No,Yes,39964,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-mist,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-mist,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-mist,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-mist,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-mist,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-mist,skipLink,Yes,Yes,No,No,67408,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,jsonLd,Yes,Yes,No,No,454599,No
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,microdata,Yes,Yes,No,No,339913,No
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,openGraph,Yes,Yes,No,Yes,39159,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-cleansing-balm,skipLink,Yes,Yes,No,No,66823,Yes
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,jsonLd,Yes,Yes,No,No,462934,No
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,microdata,Yes,Yes,No,No,343641,No
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,openGraph,Yes,Yes,No,Yes,39143,Yes
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,twitterCard,No,No,No,No,,No
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,mxGovernance,No,No,No,No,,No
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,canonical,Yes,Yes,No,Yes,279,Yes
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,discoveryLinks,No,No,No,No,,No
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,languageAttr,Yes,Yes,No,Yes,16,Yes
https://neomwellbeing.com/products/supercharged-real-luxury-body-oil,skipLink,Yes,Yes,No,No,66577,Yes
