URL,Schema Type,Severity,Property,Why It Matters
https://dotfusion.com/services/agility-cms-development-agency,Offer,required,priceCurrency,Offer has no currency — agents cannot interpret the price (USD vs GBP vs EUR)
https://dotfusion.com/services/agility-cms-development-agency,Offer,recommended,availability,Offer has no in-stock signal; agents cannot tell if buyable
https://dotfusion.com/services/agility-cms-development-agency,Offer,recommended,seller,Offer has no seller attribution
https://dotfusion.com/services/agility-cms-development-agency,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://dotfusion.com/services/agility-cms-development-agency,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://dotfusion.com/services/agility-cms-development-agency,Service,required,provider,Service has no provider attribution
https://dotfusion.com/services/agility-cms-development-agency,Service,recommended,areaServed,Service has no geography declared; agents cannot filter by region
https://dotfusion.com/services/answer-engine-optimization-agency-dotfusion,Service,recommended,image,Service has no representative image
https://dotfusion.com/services/answer-engine-optimization-agency-dotfusion,Service,recommended,offers,Service has no Offer block; pricing structure invisible
https://dotfusion.com/industries,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://dotfusion.com/industries,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://dotfusion.com/industries,WebSite,recommended,author,Site has no top-level author/owner declared
https://dotfusion.com/industries,WebSite,recommended,publisher,Site has no top-level publisher declared
https://dotfusion.com/industries,Service,recommended,image,Service has no representative image
https://dotfusion.com/industries,Service,recommended,offers,Service has no Offer block; pricing structure invisible
https://dotfusion.com/our-work/case-study-premier-caribbean-resort-company,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 11167. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-mitsubishi-electric,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 12430. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-first-canadian-place,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 11576. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-westman-communications-website,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 12389. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-yorkdale-shopping-centre,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 12213. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-enterprise-agency-partnerships,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 12934. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-faith-based-content-hub,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 11442. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-boystown-website,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 11934. Agents that parse only the <head> will not see it.
https://dotfusion.com/our-work/case-study-intuit-website,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 12547. Agents that parse only the <head> will not see it.
